297878	4250
2	12773	82
大批	call	姐姐	健康	不可	责任心	心急	不要	强烈	每日	更加	不要紧	你家	困难	试试	超级	方式	胃口	快快	好奇心	嘿嘿	公开	真是	实现	很多	凡事	baby	利剑	自然	仙灵	欢乐	本命年	博客	ai	换取	点点	弹弓	怪人	乐乐	俞敏洪	十二分	赶快	贴心	明天	吸引	获奖	公正	主人	奉献	简单	放弃	帮助	迈向	节日	可靠	抽奖	哇哈	发家	相信	手气	万分	鼠标	辛苦	但愿	渴望	准备	告诉	亲爱	耐心	短暂	必然	老婆	驱赶	奖励	福地	值得	始终	孩子	来临	眼前	神仙	感言	很多	175692	0.153846153846	307.0
很多	154516	0.0769230769231	307.0
很多	129893	0.0833333333333	307.0
很多	258357	0.0769230769231	307.0
很多	127613	0.0333333333333	307.0
很多	42878	0.0909090909091	307.0
很多	169408	0.0333333333333	307.0
很多	4341	0.166666666667	307.0
很多	160696	0.0909090909091	307.0
很多	211480	0.166666666667	307.0
很多	106003	0.0333333333333	307.0
很多	72457	0.166666666667	307.0
很多	274320	0.0909090909091	307.0
很多	221988	0.181818181818	307.0
很多	238278	0.0909090909091	307.0
很多	51869	0.0833333333333	307.0
很多	129800	0.0833333333333	307.0
很多	53384	0.0909090909091	307.0
很多	246684	0.0909090909091	307.0
很多	136107	0.0769230769231	307.0
很多	30101	0.0833333333333	307.0
很多	38972	0.153846153846	307.0
很多	188300	0.142857142857	307.0
很多	188223	0.153846153846	307.0
很多	65417	0.0294117647059	307.0
很多	9892	0.0833333333333	307.0
很多	222855	0.133333333333	307.0
很多	254441	0.0454545454545	307.0
很多	237624	0.0833333333333	307.0
很多	297213	0.0333333333333	307.0
很多	141217	0.153846153846	307.0
很多	254823	0.0333333333333	307.0
很多	142346	0.0833333333333	307.0
很多	277790	0.0909090909091	307.0
很多	62265	0.0833333333333	307.0
很多	32945	0.142857142857	307.0
很多	170921	0.0294117647059	307.0
很多	163550	0.0833333333333	307.0
很多	19683	0.0833333333333	307.0
很多	290234	0.133333333333	307.0
很多	289001	0.0909090909091	307.0
很多	233310	0.0357142857143	307.0
很多	291817	0.0833333333333	307.0
很多	275833	0.0333333333333	307.0
很多	297112	0.0434782608696	307.0
很多	29462	0.0833333333333	307.0
很多	174145	0.0909090909091	307.0
很多	101840	0.153846153846	307.0
很多	10279	0.0833333333333	307.0
很多	80100	0.0833333333333	307.0
很多	29646	0.0952380952381	307.0
很多	212054	0.0434782608696	307.0
很多	147512	0.0909090909091	307.0
很多	43569	0.181818181818	307.0
很多	41183	0.0833333333333	307.0
很多	254977	0.0333333333333	307.0
很多	204859	0.153846153846	307.0
很多	86715	0.0909090909091	307.0
很多	63617	0.0333333333333	307.0
很多	297075	0.0333333333333	307.0
很多	148876	0.0333333333333	307.0
很多	275767	0.0357142857143	307.0
很多	106270	0.0333333333333	307.0
很多	175166	0.0833333333333	307.0
很多	265584	0.0769230769231	307.0
很多	149930	0.0833333333333	307.0
很多	233657	0.0333333333333	307.0
很多	268282	0.0833333333333	307.0
很多	151959	0.0909090909091	307.0
很多	82274	0.153846153846	307.0
很多	3595	0.0833333333333	307.0
很多	233345	0.0384615384615	307.0
很多	58754	0.153846153846	307.0
很多	88269	0.0833333333333	307.0
很多	212049	0.0434782608696	307.0
很多	281667	0.181818181818	307.0
很多	38226	0.0833333333333	307.0
很多	254678	0.0384615384615	307.0
很多	85002	0.0333333333333	307.0
很多	2374	0.0909090909091	307.0
很多	251675	0.181818181818	307.0
很多	211981	0.0344827586207	307.0
很多	127084	0.0434782608696	307.0
很多	169543	0.0333333333333	307.0
很多	191373	0.0384615384615	307.0
很多	193885	0.0833333333333	307.0
很多	259790	0.181818181818	307.0
很多	129291	0.0952380952381	307.0
很多	191223	0.0333333333333	307.0
很多	221782	0.0909090909091	307.0
很多	161741	0.0833333333333	307.0
很多	215143	0.0909090909091	307.0
很多	169873	0.0344827586207	307.0
很多	126586	0.0769230769231	307.0
很多	208176	0.181818181818	307.0
很多	148508	0.0384615384615	307.0
